policy_name,mean_proxy_dice,mean_missing_count,mean_extra_count,fraction_using_last_clip,clean_improvement_rate,harm_rate
last_clip_always,0.9196128002080586,0.4888888888888889,1.511111111111111,1.0,0.3111111111111111,0.17777777777777778
use_last_if_trim_ge_1,0.9196128002080586,0.4888888888888889,1.511111111111111,0.4888888888888889,0.3111111111111111,0.17777777777777778
use_last_if_scoliosis_trim_ge_1_else_trim_ge_2,0.9196128002080586,0.4888888888888889,1.511111111111111,0.4888888888888889,0.3111111111111111,0.17777777777777778
use_last_if_scoliosis_trim_ge_1_else_trim_ge_3,0.9196128002080586,0.4888888888888889,1.511111111111111,0.4888888888888889,0.3111111111111111,0.17777777777777778
use_last_if_trim_ge_2,0.917549152983121,0.4888888888888889,1.5777777777777777,0.4222222222222222,0.24444444444444444,0.17777777777777778
use_last_if_trim_ge_3,0.9137545014873202,0.4222222222222222,1.7777777777777777,0.28888888888888886,0.17777777777777778,0.1111111111111111
use_last_if_trim_ge_4,0.9137545014873202,0.4222222222222222,1.7777777777777777,0.28888888888888886,0.17777777777777778,0.1111111111111111
raw_only,0.888215175623899,0.0,3.0444444444444443,0.0,0.0,0.0
