metric,raw,oracle_clip,last_pred_clip_refined,prev_range_clip
pixel_accuracy,0.8191497395833529,0.8294589843750185,0.8225338541666859,0.820216688368075
macro_dice_fg,0.33989113009940214,0.3711096762114791,0.3248259005242567,0.34224522453014317
macro_iou_fg,0.21344107280995744,0.2399051191295849,0.20484030136559486,0.21536457867412476
macro_dice_thoracic,0.30698429193122884,0.31366027610014213,0.30595908732483684,0.30698429193122884
macro_dice_lumbar,0.41886754170301793,0.508988236478688,0.37010625220286425,0.4268714627675375
