partition,loss,last_acc,last_within1_acc,last_mae,overprediction_rate,underprediction_rate
train,2.587722536567208,0.38461538461538464,0.6363636363636364,1.4055944055944056,0.42657342657342656,0.1888111888111888
val,4.123056756125556,0.1388888888888889,0.5277777777777778,2.4444444444444446,0.5,0.3611111111111111
test,3.9155242178175182,0.15555555555555556,0.6666666666666666,2.311111111111111,0.4888888888888889,0.35555555555555557
