variant,macro_dice_fg,macro_iou_fg,macro_dice_lumbar,mean_extra_count,mean_missing_count,is_reference_only
raw_multiclass_baseline,0.3248689325416529,0.2017841713609236,0.3977860278242687,3.022222222222222,0.0222222222222222,False
postprocess_v2,0.3249799258990385,0.2022204673734,0.4009348674293157,2.577777777777778,1.0444444444444445,False
visible_range_pred_clip,0.3205114253425569,0.1988042815615897,0.3875025983741519,3.022222222222222,0.0222222222222222,False
last_visible_pred_clip,0.3323588733293916,0.2078755090845923,0.420505380231762,2.2444444444444445,0.0222222222222222,False
oracle_clip_reference,0.3577446013240526,0.2291450863610045,0.4955063261624587,0.0,0.0,True
