metric,value
mean_raw_extra_count,3.0444444444444443
mean_post_extra_count,2.1333333333333333
mean_raw_missing_count,0.0
mean_post_missing_count,1.5333333333333334
samples_with_extra_reduction,14.0
samples_with_missing_increase,23.0
samples_with_any_post_prediction,45.0
