metric,value_raw,value_post_v2,delta_abs,delta_rel_pct
pixel_accuracy,0.8191497395833529,0.8204310980902972,0.00128135850694433,0.15642543054412397
macro_dice_fg,0.33989113009940214,0.3391260749441562,-0.0007650551552459417,-0.22508829666199265
macro_iou_fg,0.21344107280995744,0.21359965915734339,0.00015858634738594168,0.07429982678504571
macro_dice_thoracic,0.30698429193122884,0.3026608741585706,-0.004323417772658211,-1.4083514649755275
macro_dice_lumbar,0.41886754170301793,0.4266425568295613,0.007775015126543383,1.8561990014628447
