epoch,lr,train_loss,train_pixel_accuracy,train_macro_dice_fg,train_macro_iou_fg,train_macro_dice_thoracic,train_macro_dice_lumbar,val_loss,val_pixel_accuracy,val_macro_dice_fg,val_macro_iou_fg,val_macro_dice_thoracic,val_macro_dice_lumbar
28,8.800914694610027e-05,1.7208589480982885,0.8049074486165951,0.26597865027920153,0.15955978113645686,0.24149176441765155,0.32474717634692146,1.8731359508302476,0.7871495225694733,0.1968104858775872,0.11321783127747705,0.1880342499351815,0.21787345213936088
29,7.989243406478089e-05,1.671176592508952,0.8122778814712296,0.318887346728473,0.19824404473536283,0.29089696650170505,0.3860642592727161,1.830083303981357,0.7889549424913481,0.23245862672746198,0.13690339881709523,0.22533208876555386,0.24956231783604169
30,7.200157058485167e-05,1.6687484549151526,0.8160621029676286,0.31209223781037737,0.19222869987523827,0.2825646076083267,0.382958550295299,1.8516422642601862,0.7947129991319722,0.22891301499212044,0.13364516257174405,0.24003450125909861,0.2022214479513728
31,6.437500000000003e-05,1.654881411128574,0.8144266438369888,0.304448528307788,0.18747380556831295,0.296059517796875,0.3245821535339791,1.8302532302008734,0.796381700303847,0.23521362302843005,0.13780626774577018,0.25093088911156297,0.19749218442891103
32,5.704987819549509e-05,1.615518394443724,0.8230862524943144,0.33772215096960506,0.2115591225179759,0.30761852835173226,0.4099708452524998,1.8219954305224948,0.7948574490017639,0.23334643989477546,0.13665633302280614,0.23299517491077373,0.2341894758563794
33,5.0061892428449784e-05,1.6155129505528345,0.8144358567448006,0.32543248142644154,0.20308491724559147,0.30683613415065475,0.3700637148883296,1.8120381037394206,0.7902472601996813,0.24593922263659795,0.14479522534494066,0.24321799199905367,0.2524701761667045
34,4.344508746309129e-05,1.6213196449809604,0.8248540493159878,0.33881769925342464,0.21396206378205038,0.30498808751748213,0.4200087674196865,1.8341736396153767,0.8041510687934293,0.2342439486246042,0.137915175451633,0.24321012399730293,0.2127251277301272
35,3.723169970809191e-05,1.601752969953749,0.8175509818929155,0.33636889497200395,0.2106313371827302,0.31367241058430956,0.39084045750247043,1.8172796434826322,0.7901696777344035,0.24471044922280877,0.1449151384796189,0.24051870540497222,0.2547706343856167
36,3.145200016402648e-05,1.5687235693136852,0.8265904704879082,0.3549414312704022,0.22552295087366522,0.32117637196167587,0.4359775736113455,1.816506610976325,0.79916571723093,0.2439320814443945,0.14335087895084736,0.2485876609112211,0.23275869072401054
37,2.6134146946100264e-05,1.5920719537470076,0.8243697335278126,0.3447721186581734,0.2178818591109892,0.31447315721150976,0.4174896261301665,1.819046139717102,0.8008528645833604,0.23334043429124782,0.13651962521648275,0.24719135286113578,0.20009822972351682
38,2.1304048100642286e-05,1.5729067027568817,0.8227834620180426,0.35481233867083656,0.22465708102242776,0.32644927729777257,0.42288368596619,1.8191754817962646,0.7954280598958611,0.24665327970307652,0.14533283165978853,0.2493524019045674,0.24017538641949843
39,1.6985235383707813e-05,1.5634461906221178,0.8278022572095076,0.35760581114821777,0.22837713562118922,0.31988695635030473,0.448131062663209,1.8126395278506808,0.7980513509114857,0.24366799261477012,0.14358541861653007,0.2526301968488243,0.22215870245304004
40,1.3198749616728157e-05,1.560652169916365,0.8267381601278295,0.35998110618176604,0.2302619220822372,0.32352471181665915,0.4474764526580227,1.8161263465881348,0.7966478135850971,0.2445914240261932,0.14420388207646698,0.25404517522171727,0.22190242115693554
41,9.963038177743847e-06,1.5669241183333926,0.8244657273699552,0.3601978037107141,0.23006643086698828,0.32590765645745035,0.442494157118547,1.810048222541809,0.7987419976128746,0.24911126379970594,0.1470539747229916,0.2576179190966976,0.2286952910869259
42,7.293865127633065e-06,1.5527333716551464,0.8284408497163035,0.3660898141690921,0.23542050383972674,0.3297074716606119,0.45340743618944457,1.808119707637363,0.7989035373264162,0.24858572997450898,0.1468201159097196,0.255256418150045,0.23257607835322253
43,5.204234409191547e-06,1.5623661975065868,0.8280659060586459,0.36885127837606185,0.23655572545294104,0.33453730504440743,0.4512048143720323,1.8103686836030748,0.8006590440538465,0.24766224071435694,0.1465432081435328,0.2582340889281827,0.222289805001175
44,3.704326493230682e-06,1.5544770658016205,0.826694179178125,0.3588441442074562,0.22998104774746383,0.3248424214406992,0.44044827884767307,1.8121750089857314,0.7993782552083606,0.24634013930283333,0.14548456906638188,0.25558374325858274,0.2241554898090346
45,2.8014487803467557e-06,1.553040431605445,0.8282593173732583,0.3663691874896202,0.23508899656107154,0.3298545832400476,0.45400423768859444,1.8088450961642795,0.797982584635444,0.24401020900831033,0.1437618491919388,0.25200319331084237,0.22482704668223336
