variant,macro_dice_fg,macro_iou_fg,macro_dice_lumbar,mean_extra_count,mean_missing_count,is_reference_only
raw_multiclass_baseline,0.3398911300994021,0.2134410728099574,0.4188675417030179,3.0444444444444443,,False
postprocess_v2,0.3391260749441562,0.2135996591573433,0.4266425568295613,2.1333333333333333,1.5333333333333334,False
visible_range_pred_clip,0.3422452245301431,0.2153645786741247,0.4268714627675375,2.888888888888889,0.022222222222222223,False
last_visible_pred_clip,0.3519338546532042,0.2236325456886477,0.4588336874599276,1.511111111111111,0.4888888888888889,False
oracle_clip_reference,0.3711096762114791,0.2399051191295849,0.508988236478688,0.0,0.0,True
